,cat1,cat2,cat3
727,personal,childrens-clothing-and-shoe,
728,for-the-home,utensils-and-appliances,cookware-tableware
729,vehicles,cars,light
730,vehicles,cars,light
731,personal,clothing-and-shoes,shoes-belt-bag
732,vehicles,cars,
733,businesses,equipments-and-machinery,shop-and-cash
734,for-the-home,furniture-and-home-decore,beds-bedroom
735,leisure-hobbies,animals,accessories
736,vehicles,cars,light
737,personal,jewelry-and-watches,rhinestones
738,vehicles,cars,light
739,vehicles,cars,light
740,electronic-devices,computers,laptops
741,for-the-home,furniture-and-home-decore,sofa-armchair
742,for-the-home,utensils-and-appliances,cookware-tableware
743,for-the-home,furniture-and-home-decore,tables-and-chairs
744,for-the-home,furniture-and-home-decore,beds-bedroom
745,leisure-hobbies,bicycle,
746,electronic-devices,mobile-tablet,mobile-phones
747,for-the-home,furniture-and-home-decore,textile-ornaments
748,personal,jewelry-and-watches,watches
749,electronic-devices,mobile-tablet,mobile-phones
750,electronic-devices,mobile-tablet,mobile-phones
751,vehicles,cars,light
752,for-the-home,utensils-and-appliances,
753,electronic-devices,mobile-tablet,mobile-phones
754,for-the-home,utensils-and-appliances,cookware-tableware
755,electronic-devices,audio-video,tv-projector
756,for-the-home,furniture-and-home-decore,
757,vehicles,cars,light
758,vehicles,cars,light
759,vehicles,cars,light
760,electronic-devices,mobile-tablet,mobile-phones
761,leisure-hobbies,bicycle,
762,vehicles,cars,light
763,leisure-hobbies,animals,birds
764,electronic-devices,audio-video,
765,for-the-home,furniture-and-home-decore,sofa-armchair
766,vehicles,cars,light
767,for-the-home,cars,light
768,leisure-hobbies,musical-instruments,guitar-bass-amplifier
769,vehicles,cars,light
770,personal,health-beauty,
771,electronic-devices,game-consoles-and-video-games,
772,businesses,equipments-and-machinery,offices
773,vehicles,cars,
774,leisure-hobbies,animals,birds
775,businesses,equipments-and-machinery,offices
776,vehicles,cars,heavy
777,for-the-home,furniture-and-home-decore,lighting
778,for-the-home,furniture-and-home-decore,lighting
779,vehicles,cars,light
780,vehicles,cars,light
781,vehicles,parts-accessories,
782,vehicles,motorcycles,
783,for-the-home,furniture-and-home-decore,beds-bedroom
784,personal,clothing-and-shoes,shoes-belt-bag
785,personal,baby-and-toys,strollers-and-accessories
786,for-the-home,furniture-and-home-decore,carpets
787,for-the-home,furniture-and-home-decore,
788,for-the-home,furniture-and-home-decore,textile-ornaments
789,personal,clothing-and-shoes,clothing
790,vehicles,cars,light
791,for-the-home,furniture-and-home-decore,antiques-and-art
792,personal,clothing-and-shoes,clothing
793,electronic-devices,mobile-tablet,beds-bedroom
794,vehicles,cars,light
795,vehicles,cars,light
796,personal,clothing-and-shoes,shoes-belt-bag
797,electronic-devices,mobile-tablet,mobile-phones
798,electronic-devices,game-consoles-and-video-games,
799,personal,jewelry-and-watches,jewelry
800,vehicles,cars,light
801,vehicles,cars,light
802,vehicles,parts-accessories,
803,personal,jewelry-and-watches,watches
804,personal,clothing-and-shoes,clothing
805,vehicles,parts-accessories,
806,vehicles,cars,light
807,personal,furniture-and-home-decore,clothing
808,for-the-home,utensils-and-appliances,cookware-tableware
809,personal,clothing-and-shoes,clothing
810,vehicles,cars,light
811,personal,clothing-and-shoes,shoes-belt-bag
812,for-the-home,furniture-and-home-decore,storage
813,for-the-home,furniture-and-home-decore,sofa-armchair
814,electronic-devices,mobile-tablet,mobile-phones
815,vehicles,cars,light
816,for-the-home,furniture-and-home-decore,
817,for-the-home,furniture-and-home-decore,antiques-and-art
818,personal,clothing-and-shoes,industrial
819,for-the-home,furniture-and-home-decore,antiques-and-art
820,vehicles,cars,light
821,vehicles,parts-accessories,
822,vehicles,cars,light
823,electronic-devices,mobile-tablet,mobile-phones
824,vehicles,cars,light
825,personal,cars,childrens-furniture
826,vehicles,cars,light
827,personal,clothing-and-shoes,accessories
828,for-the-home,utensils-and-appliances,cookware-tableware
829,businesses,equipments-and-machinery,shop-and-cash
830,for-the-home,baby-and-toys,childrens-furniture
831,leisure-hobbies,bicycle,
832,vehicles,cars,light
833,for-the-home,furniture-and-home-decore,tables-and-chairs
834,electronic-devices,mobile-tablet,mobile-phones
835,personal,clothing-and-shoes,clothing
836,electronic-devices,mobile-tablet,mobile-phones
837,for-the-home,furniture-and-home-decore,tables-and-chairs
838,personal,hobby-collectibles,
839,vehicles,cars,light
840,vehicles,cars,light
841,for-the-home,furniture-and-home-decore,sofa-armchair
842,vehicles,cars,light
843,leisure-hobbies,animals,birds
844,for-the-home,furniture-and-home-decore,sofa-armchair
845,leisure-hobbies,sport-leisure,
846,vehicles,cars,light
847,electronic-devices,mobile-tablet,mobile-phones
848,for-the-home,furniture-and-home-decore,sofa-armchair
849,vehicles,cars,light
850,electronic-devices,audio-video,camera-camcoders
851,vehicles,parts-accessories,
852,for-the-home,utensils-and-appliances,cookware-tableware
853,vehicles,cars,light
854,for-the-home,furniture-and-home-decore,sofa-armchair
855,electronic-devices,audio-video,stereo-surround
856,vehicles,parts-accessories,
857,for-the-home,furniture-and-home-decore,carpets
858,for-the-home,utensils-and-appliances,microwave-stove
859,vehicles,cars,light
860,for-the-home,building-and-garden,stove-and-heating
861,leisure-hobbies,animals,birds
862,personal,clothing-and-shoes,clothing
863,vehicles,cars,light
864,vehicles,parts-accessories,
865,electronic-devices,audio-video,
866,vehicles,cars,light
867,for-the-home,furniture-and-home-decore,sofa-armchair
868,electronic-devices,mobile-tablet,mobile-phones
869,leisure-hobbies,animals,accessories
870,for-the-home,furniture-and-home-decore,sofa-armchair
871,vehicles,cars,light
872,vehicles,cars,light
873,for-the-home,utensils-and-appliances,cookware-tableware
874,leisure-hobbies,bicycle,
875,vehicles,cars,light
876,leisure-hobbies,animals,birds
877,vehicles,parts-accessories,
878,vehicles,cars,light
879,electronic-devices,mobile-tablet,tablet
880,vehicles,cars,light
881,vehicles,cars,light
882,personal,clothing-and-shoes,
883,for-the-home,furniture-and-home-decore,tables-and-chairs
884,leisure-hobbies,animals,birds
885,electronic-devices,audio-video,tv-projector
886,vehicles,motorcycles,
887,electronic-devices,mobile-tablet,mobile-phones
888,for-the-home,utensils-and-appliances,
889,for-the-home,utility,instrument-cleaning-tailoring
890,vehicles,parts-accessories,
891,leisure-hobbies,animals,birds
892,electronic-devices,audio-video,tv-projector
893,vehicles,cars,light
894,businesses,utensils-and-appliances,cafe-and-restaurant
895,vehicles,cars,light
896,for-the-home,utensils-and-appliances,cookware-tableware
897,electronic-devices,mobile-tablet,mobile-phones
898,electronic-devices,game-consoles-and-video-games,
899,electronic-devices,computers,printer-scaner-copier
900,for-the-home,furniture-and-home-decore,antiques-and-art
901,for-the-home,furniture-and-home-decore,sofa-armchair
902,electronic-devices,mobile-tablet,mobile-phones
903,leisure-hobbies,book-student-literature,educational
904,for-the-home,utensils-and-appliances,fridge-and-freezer
905,vehicles,parts-accessories,
906,personal,clothing-and-shoes,piano-keyboard
907,vehicles,cars,light
908,for-the-home,utensils-and-appliances,washer-dryer
909,vehicles,cars,light
910,personal,clothing-and-shoes,shoes-belt-bag
911,electronic-devices,mobile-tablet,mobile-phones
912,leisure-hobbies,musical-instruments,guitar-bass-amplifier
913,vehicles,cars,light
914,vehicles,cars,light
915,electronic-devices,computers,modem-and-network-equipment
916,for-the-home,furniture-and-home-decore,antiques-and-art
917,electronic-devices,audio-video,tv-projector
918,for-the-home,furniture-and-home-decore,tables-and-chairs
919,for-the-home,furniture-and-home-decore,tables-and-chairs
920,vehicles,cars,light
921,vehicles,cars,light
922,for-the-home,building-and-garden,stove-and-heating
923,electronic-devices,mobile-tablet,mobile-phones
924,for-the-home,furniture-and-home-decore,sofa-armchair
925,vehicles,cars,light
926,vehicles,cars,light
927,for-the-home,furniture-and-home-decore,
928,businesses,equipments-and-machinery,shop-and-cash
929,for-the-home,utensils-and-appliances,cookware-tableware
930,electronic-devices,audio-video,tv-projector
931,for-the-home,furniture-and-home-decore,antiques-and-art
932,vehicles,cars,light
933,vehicles,motorcycles,
934,personal,clothing-and-shoes,clothing
935,for-the-home,furniture-and-home-decore,beds-bedroom
936,leisure-hobbies,animals,birds
937,for-the-home,utensils-and-appliances,dishwasher
938,electronic-devices,mobile-tablet,mobile-phones
939,personal,clothing-and-shoes,shoes-belt-bag
940,vehicles,cars,light
941,vehicles,cars,light
942,for-the-home,utensils-and-appliances,washer-dryer
943,personal,clothing-and-shoes,clothing
944,electronic-devices,mobile-tablet,mobile-phones
945,for-the-home,furniture-and-home-decore,beds-bedroom
946,vehicles,cars,
947,for-the-home,furniture-and-home-decore,antiques-and-art
948,for-the-home,furniture-and-home-decore,
949,for-the-home,furniture-and-home-decore,tables-and-chairs
950,vehicles,cars,light
951,vehicles,cars,light
952,leisure-hobbies,bicycle,
953,vehicles,cars,light
954,vehicles,motorcycles,
955,for-the-home,utensils-and-appliances,washer-dryer
956,electronic-devices,audio-video,stereo-surround
957,for-the-home,furniture-and-home-decore,tables-and-chairs
958,electronic-devices,mobile-tablet,mobile-phones
959,vehicles,cars,light
960,for-the-home,furniture-and-home-decore,carpets
961,leisure-hobbies,book-student-literature,educational
962,vehicles,cars,light
963,vehicles,motorcycles,
964,electronic-devices,mobile-tablet,camera-camcoders
965,personal,baby-and-toys,childrens-furniture
966,electronic-devices,mobile-tablet,mobile-phones
967,electronic-devices,computers,laptops
968,vehicles,cars,light
969,electronic-devices,mobile-tablet,mobile-phones
970,for-the-home,utensils-and-appliances,fridge-and-freezer
971,for-the-home,furniture-and-home-decore,storage
972,electronic-devices,mobile-tablet,mobile-phones
973,personal,baby-and-toys,
974,leisure-hobbies,animals,birds
975,for-the-home,utensils-and-appliances,
976,for-the-home,furniture-and-home-decore,carpets
977,electronic-devices,computers,printer-scaner-copier
978,electronic-devices,game-consoles-and-video-games,
979,vehicles,cars,light
980,leisure-hobbies,animals,birds
981,businesses,equipments-and-machinery,shop-and-cash
982,vehicles,cars,light
983,for-the-home,furniture-and-home-decore,
984,electronic-devices,mobile-tablet,mobile-phones
985,electronic-devices,game-consoles-and-video-games,
986,vehicles,cars,light
987,for-the-home,furniture-and-home-decore,beds-bedroom
988,for-the-home,furniture-and-home-decore,carpets
989,businesses,equipments-and-machinery,
990,vehicles,cars,light
991,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
992,vehicles,cars,light
993,for-the-home,furniture-and-home-decore,
994,for-the-home,furniture-and-home-decore,sofa-armchair
995,vehicles,cars,light
996,vehicles,cars,light
997,personal,clothing-and-shoes,shoes-belt-bag
998,personal,clothing-and-shoes,shoes-belt-bag
999,electronic-devices,mobile-tablet,mobile-phones
1000,for-the-home,furniture-and-home-decore,beds-bedroom
1001,personal,baby-and-toys,childrens-furniture
1002,vehicles,cars,light
1003,personal,clothing-and-shoes,clothing
1004,vehicles,cars,light
1005,for-the-home,furniture-and-home-decore,tables-and-chairs
1006,for-the-home,furniture-and-home-decore,sofa-armchair
1007,for-the-home,building-and-garden,stove-and-heating
1008,vehicles,cars,light
1009,for-the-home,furniture-and-home-decore,tables-and-chairs
1010,for-the-home,furniture-and-home-decore,sofa-armchair
1011,personal,clothing-and-shoes,clothing
1012,personal,baby-and-toys,childrens-furniture
1013,vehicles,cars,light
1014,vehicles,cars,light
1015,vehicles,motorcycles,
1016,personal,baby-and-toys,personal-toys
1017,vehicles,cars,light
1018,vehicles,cars,light
1019,personal,clothing-and-shoes,clothing
1020,electronic-devices,audio-video,tv-projector
1021,for-the-home,furniture-and-home-decore,sofa-armchair
1022,vehicles,cars,light
1023,vehicles,cars,light
1024,vehicles,cars,light
1025,for-the-home,furniture-and-home-decore,storage
1026,for-the-home,furniture-and-home-decore,sofa-armchair
1027,for-the-home,furniture-and-home-decore,lighting
1028,for-the-home,furniture-and-home-decore,textile-ornaments
1029,leisure-hobbies,bicycle,
1030,vehicles,cars,light
1031,vehicles,cars,light
1032,leisure-hobbies,animals,fish
1033,vehicles,cars,light
1034,personal,clothing-and-shoes,shoes-belt-bag
1035,vehicles,cars,light
1036,vehicles,cars,light
1037,leisure-hobbies,animals,birds
1038,for-the-home,building-and-garden,stove-and-heating
1039,for-the-home,furniture-and-home-decore,tables-and-chairs
1040,personal,clothing-and-shoes,clothing
1041,leisure-hobbies,animals,birds
1042,electronic-devices,mobile-tablet,tablet
1043,electronic-devices,mobile-tablet,mobile-phones
1044,for-the-home,furniture-and-home-decore,sofa-armchair
1045,electronic-devices,mobile-tablet,mobile-phones
1046,personal,clothing-and-shoes,clothing
1047,vehicles,parts-accessories,
1048,for-the-home,furniture-and-home-decore,sofa-armchair
1049,vehicles,cars,light
1050,electronic-devices,mobile-tablet,mobile-phones
1051,electronic-devices,mobile-tablet,mobile-phones
1052,for-the-home,furniture-and-home-decore,lighting
1053,for-the-home,furniture-and-home-decore,beds-bedroom
1054,vehicles,motorcycles,
1055,personal,clothing-and-shoes,clothing
1056,for-the-home,furniture-and-home-decore,antiques-and-art
1057,electronic-devices,audio-video,tv-projector
1058,vehicles,cars,light
1059,personal,clothing-and-shoes,clothing
1060,personal,baby-and-toys,childrens-furniture
1061,vehicles,cars,light
1062,for-the-home,furniture-and-home-decore,lighting
1063,electronic-devices,mobile-tablet,mobile-tablet-accessories
1064,for-the-home,furniture-and-home-decore,lighting
1065,for-the-home,furniture-and-home-decore,antiques-and-art
1066,businesses,equipments-and-machinery,
1067,businesses,equipments-and-machinery,
1068,for-the-home,utensils-and-appliances,fridge-and-freezer
1069,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
1070,vehicles,motorcycles,
1071,for-the-home,utensils-and-appliances,
1072,electronic-devices,game-consoles-and-video-games,
1073,vehicles,cars,light
1074,for-the-home,furniture-and-home-decore,offices
1075,vehicles,cars,light
1076,vehicles,cars,light
1077,personal,clothing-and-shoes,shoes-belt-bag
1078,electronic-devices,mobile-tablet,mobile-phones
1079,for-the-home,furniture-and-home-decore,beds-bedroom
1080,for-the-home,furniture-and-home-decore,storage
1081,businesses,equipments-and-machinery,shop-and-cash
1082,for-the-home,building-and-garden,stove-and-heating
1083,personal,clothing-and-shoes,clothing
